celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,_source_file,week,judge1_score,judge2_score,judge3_score,judge4_score,judge1_score_raw,judge2_score_raw,judge3_score_raw,judge4_score_raw,judge1_out_of_range,judge2_out_of_range,judge3_out_of_range,judge4_out_of_range,n_judges_reported,n_judges_present,n_judges_reported_raw,has_partial_na_raw,is_all_na,is_all_zero,is_present,result_type,is_withdrew_result,zero_score_conflict,week_total_score,week_total_score_raw,week_avg_score,week_max_possible,week_score_percentage,expected_judges_reported_raw,unexpected_missing_scores,combine_method,week_score_rank,week_score_share,last_week_scored,season_final_week,final_week_n_performers,expected_to_perform_in_finale,expected_last_week,is_competing_week,is_missing_finale_scores,is_gap_week,week_score_rank_discrepancy,is_no_elimination,is_double_elimination,n_active,final_week,is_final_week,is_no_elim_from_results,is_no_elimination_any,weeks_since_exit,exclude_from_fan_vote_inference,celebrity_industry_clean,celebrity_homecountry_clean,celebrity_homestate_clean,celebrity_homestate_abbr,is_foreign,celebrity_age_raw,age_outlier,is_withdrawn,is_withdrawn_inferred,exit_week_from_results,computed_last_week,exit_week_mismatch,partner_seasons,partner_contestants,partner_wins,partner_avg_placement,partner_avg_last_week,partner_avg_season_score_pct,partner_seasons_prior,partner_contestants_prior,partner_wins_prior,partner_avg_placement_prior,partner_avg_last_week_prior,partner_avg_season_score_pct_prior
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,2,9.0,9.0,9.0,,9.0,9.0,9.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,27.0,27.0,9.0,30.0,0.9,3,False,percent,1.0,0.10588235294117647,8,10,2,False,8,True,False,False,-4.0,False,False,12,10,False,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,3,8.0,6.0,7.0,,8.0,6.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,3.0,0.09767441860465116,8,10,2,False,8,True,False,False,-2.0,False,True,11,10,False,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,4,6.0,6.0,6.0,,6.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,18.0,18.0,6.0,30.0,0.6,3,False,percent,6.0,0.09326424870466321,8,10,2,False,8,True,False,False,1.0,False,False,9,10,False,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,5,8.0,8.0,8.0,,8.0,8.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,24.0,24.0,8.0,30.0,0.8,3,False,percent,4.0,0.12371134020618557,8,10,2,False,8,True,False,False,-1.0,False,False,8,10,False,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,6,10.6666,11.6666,10.6666,,10.6666,11.6666,10.6666,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,32.9998,32.9998,10.999933333333333,30.0,1.0999933333333334,3,False,percent,2.0,0.16582864068936892,8,10,2,False,8,True,False,False,-3.0,False,True,7,10,False,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,7,8.5,9.0,9.0,,8.5,9.0,9.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,26.5,26.5,8.833333333333334,30.0,0.8833333333333333,3,False,percent,1.0,0.21721311475409835,8,10,2,False,8,True,False,False,-4.0,False,True,5,10,False,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,8,8.0,8.5,8.5,,8.0,8.5,8.5,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,25.0,25.0,8.333333333333334,30.0,0.8333333333333334,3,False,percent,2.0,0.31446540880503143,8,10,2,False,8,True,False,False,-3.0,False,False,3,10,False,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,9,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,8,10,2,False,8,False,False,False,,True,False,2,10,False,False,True,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21.0,9,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,10,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,8,10,2,False,8,False,False,False,,False,False,2,10,True,False,False,,False,Musician,United States,Florida,FL,False,21,False,False,False,8,8,False,16,16,1,6.125,7.0625,0.7436263869423401,6,6,0,6.666666666666667,6.333333333333333,0.6818981111111112
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,1,5.0,5.0,5.0,,5.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,15.0,15.0,5.0,30.0,0.5,3,False,percent,10.0,0.07246376811594203,4,10,2,False,4,True,False,False,1.0,True,False,10,10,False,False,True,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,2,6.0,7.0,6.0,,6.0,7.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,percent,8.0,0.08558558558558559,4,10,2,False,4,True,False,False,-1.0,False,False,10,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,3,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,5.0,0.10344827586206896,4,10,2,False,4,True,False,False,-4.0,False,False,9,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,4,6.0,7.0,6.0,,6.0,7.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,percent,8.0,0.09547738693467336,4,10,2,False,4,True,False,False,-1.0,False,False,8,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,5,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,4,10,2,False,4,False,False,False,,False,False,7,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,6,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,4,10,2,False,4,False,False,False,,False,False,6,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,7,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,4,10,2,False,4,False,False,False,,False,False,5,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,8,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,4,10,2,False,4,False,False,False,,False,False,4,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,9,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,4,10,2,False,4,False,False,False,,False,False,3,10,False,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43.0,6,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,10,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,percent,,,4,10,2,False,4,False,False,False,,False,False,2,10,True,False,False,,False,TV/Host,United States,California,CA,False,43,False,False,False,4,4,False,4,4,1,5.0,7.75,0.7596179444444444,1,1,1,1.0,10.0,0.8961106666666666
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28.0,26,1st Place,1,3-27赛季（百分比结合法）.csv,1,8.0,8.0,8.0,,8.0,8.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,winner,False,False,24.0,24.0,8.0,30.0,0.8,3,False,percent,1.0,0.11428571428571428,4,4,3,True,4,True,False,False,0.0,False,True,10,4,False,False,False,,False,Athlete,United States,Pennsylvania,PA,False,28,False,False,False,,4,False,9,9,2,6.444444444444445,6.222222222222222,0.7192891208380098,1,1,0,13.0,2.0,0.575
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28.0,26,1st Place,1,3-27赛季（百分比结合法）.csv,2,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5,False,False,False,False,4,4,4,False,False,False,True,winner,False,False,37.0,37.0,9.25,40.0,0.925,4,False,percent,1.0,0.1383177570093458,4,4,3,True,4,True,False,False,0.0,False,True,8,4,False,False,False,,False,Athlete,United States,Pennsylvania,PA,False,28,False,False,False,,4,False,9,9,2,6.444444444444445,6.222222222222222,0.7192891208380098,1,1,0,13.0,2.0,0.575
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28.0,26,1st Place,1,3-27赛季（百分比结合法）.csv,3,10.5,10.5,9.5,10.5,10.5,10.5,9.5,10.5,False,False,False,False,4,4,4,False,False,False,True,winner,False,False,41.0,41.0,10.25,40.0,1.025,4,False,percent,1.0,0.1943127962085308,4,4,3,True,4,True,False,False,0.0,False,True,6,4,False,False,False,,False,Athlete,United States,Pennsylvania,PA,False,28,False,False,False,,4,False,9,9,2,6.444444444444445,6.222222222222222,0.7192891208380098,1,1,0,13.0,2.0,0.575
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28.0,26,1st Place,1,3-27赛季（百分比结合法）.csv,4,9.5,9.5,10.0,,9.5,9.5,10.0,,False,False,False,False,3,3,3,True,False,False,True,winner,False,False,29.0,29.0,9.666666666666666,30.0,0.9666666666666667,3,False,percent,1.0,0.3391812865497076,4,4,3,True,4,True,False,False,0.0,False,False,3,4,True,False,False,,False,Athlete,United States,Pennsylvania,PA,False,28,False,False,False,,4,False,9,9,2,6.444444444444445,6.222222222222222,0.7192891208380098,1,1,0,13.0,2.0,0.575
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,1,6.0,6.0,6.0,,6.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,18.0,18.0,6.0,30.0,0.6,3,False,rank,4.0,0.0972972972972973,4,11,5,False,4,True,False,False,-7.0,False,False,11,11,False,False,False,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,2,5.0,5.0,5.0,,5.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,15.0,15.0,5.0,30.0,0.5,3,False,rank,9.0,0.07894736842105263,4,11,5,False,4,True,False,False,-2.0,False,False,10,11,False,False,False,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,3,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,False,False,False,False,4,4,4,False,False,False,True,eliminated,False,False,22.0,22.0,5.5,40.0,0.55,4,False,rank,8.0,0.08835341365461848,4,11,5,False,4,True,False,False,-3.0,False,False,9,11,False,False,False,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,4,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,rank,5.0,0.11797752808988764,4,11,5,False,4,True,False,False,-6.0,False,False,8,11,False,False,False,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,5,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,rank,,,4,11,5,False,4,False,False,False,,False,False,7,11,False,False,False,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,4,0,4,False,False,True,False,eliminated,False,False,,,,,,4,False,rank,,,4,11,5,False,4,False,False,False,,True,False,6,11,False,False,True,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,4,0,4,False,False,True,False,eliminated,False,False,,,,,,4,False,rank,,,4,11,5,False,4,False,False,False,,True,False,6,11,False,False,True,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,4,0,4,False,False,True,False,eliminated,False,False,,,,,,4,False,rank,,,4,11,5,False,4,False,False,False,,False,False,6,11,False,False,False,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,4,0,4,False,False,True,False,eliminated,False,False,,,,,,4,False,rank,,,4,11,5,False,4,False,False,False,,True,False,5,11,False,False,True,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38.0,32,Eliminated Week 4,11,剩下赛季（排名结合法）.csv,10,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,False,False,3,0,3,True,False,True,False,eliminated,False,False,,,,,,3,False,rank,,,4,11,5,False,4,False,False,False,,True,False,5,11,False,False,True,,False,Athlete,United States,Texas,TX,False,38,False,False,False,4,4,False,6,6,0,10.0,5.0,0.610462962962963,3,3,0,8.666666666666666,7.0,0.6667592592592593
